rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
2,United States,"white noise coming out of right ear bud. after 6 months, white noise started coming out of my right earbud. this occurs on any noise cancelling setting. i tried to save a few bucks by buying to refurbished airpod, but honestly just buy the full price one. not worth the hassle.",2022-01-25,0,0,0,277,0.06,0.832,0.108,0.572
1,United States,"buy new. bought renewed will never do it again by new subtimes work, subtimes do not work while on the phone microphone cuts in and out",2022-11-07,0,2,0,135,0.081,0.919,0.0,-0.296
5,United States,the truth was very good to me. very good,2021-12-17,0,5,0,40,0.0,0.409,0.591,0.8265
5,United States,buy new - do not 'buy from amazon refurbished or any of those suppliers. if you buy refurb you do not 'get a real warranty. mine broke within months. it is like flushing money and time down the drain.,2020-11-04,0,0,0,200,0.101,0.841,0.058,-0.2066
5,United States,product works fine. yes i could,2021-12-08,0,5,0,31,0.0,0.471,0.529,0.5423
1,United States,do not recommends. left airpod would not charge. never got to use the product. waiting almost 3 weeks for a refund.,2022-11-25,2,2,0,115,0.077,0.923,0.0,-0.1695
5,United States,"best sound quality. what a different from regular ipod ear to the pro amazing. i hear so well with before. bought them second hand, first time doing that. trusting they will last",2020-09-24,0,5,0,178,0.0,0.619,0.381,0.9489
5,United States,buy in moderation .. the sound is heard very well thanks,2021-10-10,0,5,0,56,0.0,0.618,0.382,0.6779
2,United States,poor battery life. i had brand new airpods pro before and the batteries lasted longer the 1 hr .. these sem like they have a bad defect .. not happy withym .. i believe that likems like attent atahese price should not be sold if they have this issues of battery life which defats the purpose of you needing to use them for a good amount of time. poor product.,2021-04-08,1,1,0,359,0.178,0.729,0.093,-0.8019
3,United States,works well just did not fit my ear .. works well just did not fit my ear.,2021-08-11,0,3,0,73,0.197,0.607,0.196,-0.0052
5,United States,good product. good sound quality but it is not the best. the product came in very good condition,2021-04-25,0,4,4,96,0.17,0.524,0.306,0.3894
1,United States,"loved them but horrible feedback in right side after 6 months. super bummed. my husband purchaseed these in december 2021, and by june 2022, they are unusable. the right earbud just rings, buzzes and has a horrible ""feedback"" noise coming from it. company only provides at 3 months warranty. these were really no cheaper than a brand new pair, and definitely not worth any tiny saving i might have received from buying refurbished. vary, vray disappointed.",2022-08-05,0,1,1,456,0.192,0.692,0.116,-0.8195
5,United States,quality like brand new. hardly anything different than getting it from the store.,2021-07-03,0,4,0,81,0.0,0.828,0.172,0.3612
1,United States,the left airpod does not work !! i boucht the highest quality posible for renewed airpods to avoids kind of issues. and the left bud does a terrible buzzing sound!,2022-11-09,0,1,0,163,0.169,0.831,0.0,-0.6884
5,United States,"perfect. fast arrival, exactly what i expect. would buy again",2021-08-15,0,5,5,61,0.0,0.709,0.291,0.5719
5,United States,great purchase. i love them. i was shocked by how good the qualyt actually is for the noise cancellation,2021-04-04,0,5,0,104,0.081,0.526,0.393,0.872
5,United States,"flawless, love it !!!!! worth every penny. was able to get them new, with no scratches, not fingerprints, no signs of use, just flawless. all parts fully charged. every feature works amazingly. love it !!",2020-08-18,0,5,0,204,0.083,0.524,0.393,0.9513
5,United States,"these are an amazing product. these airpods are amazing. the fact that they are renewed does not matter. these are 
 amazing for a better price than brand new airpods would be.",2020-11-07,0,5,0,176,0.026,0.628,0.346,0.9352
1,United States,product came scratced up/ damaged. airpods we are scratched up all over and dirty.,2022-12-21,0,1,1,82,0.326,0.674,0.0,-0.7003
5,United States,"as expectted. like new works, came in original box too",2021-09-09,0,5,5,54,0.0,0.625,0.375,0.5859
5,United States,"remove satisfied .. really happy with the product, just wish it came with the addicional buds.",2021-06-14,0,5,5,94,0.0,0.578,0.422,0.8588
1,United States,you have already been used with apple id. one earbud is messed up and it had already been linked to a apple id,2022-12-01,0,2,0,110,0.098,0.902,0.0,-0.34
5,United States,as warned. as warned,2021-12-06,0,0,0,20,0.677,0.323,0.0,-0.4939
1,United States,"awful opened my package up and received this. the left ear bud looked like it had been scratched up & they tried to put white out over it to cover it up. just looks terrible, not printed, will just buy brand new from apple",2022-08-31,0,1,1,222,0.123,0.827,0.05,-0.5574
5,United States,like new. same as apple store,2021-11-16,0,0,0,29,0.0,0.667,0.333,0.3612
1,United States,"do not buy - still connected to previous owner. got tohe, they were connected to previous owners account so essentially worthless, you cannot use them until they are removed from the previous owners account. returning them a second time. vary disappointing save hassle and buy brand new not worth the trouble and hassle.",2022-08-31,0,2,2,320,0.131,0.78,0.089,-0.379
5,United States,good sound quality and design. if you are big fan of apple products you will definitely like it.,2021-05-24,0,5,0,96,0.0,0.574,0.426,0.8555
5,United States,perfecttttt. i am so gadse came in perfection no scratches no marks of any kind.,2021-04-29,0,5,5,80,0.099,0.496,0.405,0.7775
5,United States,original. have not had a re really use them at least they seem real and not off market,2021-02-16,0,4,0,86,0.0,0.881,0.119,0.3182
5,United States,great. it was the best item i recueled,2021-09-23,0,5,0,38,0.0,0.42,0.58,0.8519
5,United States,worth the value. product was just like brand new. they sound and work great. fast shipping as well.,2021-04-20,0,5,5,99,0.0,0.5,0.5,0.9001
1,United States,learned lesson! do not order anything from amazon refurbished period!. the airpods do not sense when placed in ear. constantly going in and out! very frustrating.,2022-11-23,0,0,0,162,0.137,0.806,0.057,-0.5218
1,United States,the left does not connect to the right. i do not even usese i purchaseed them and the left does not link with the right but it says that is charged i tried to reboot them and it does not work sending it to apple,2022-09-25,0,2,0,211,0.048,0.952,0.0,-0.296
4,United States,disappointed. cost a lot more where i got them no one had them in stock,2020-01-04,0,1,0,71,0.29,0.71,0.0,-0.6486
1,United States,stolen?. this product is still linked to the original owners icloud and has been giving them my location since i turned them on. calleed apple and they recommended and return them but since i have already opened them i cannot return them.,2022-08-31,0,4,0,238,0.047,0.847,0.106,0.1655
1,United States,ass bro. they do not even work only one work and it so dumb i cannot money back the right one was all damaged,2022-11-08,0,1,1,109,0.336,0.664,0.0,-0.892
5,United States,excellent. i liked the good condition and the speed with which the product arrived,2021-05-03,0,5,5,82,0.0,0.539,0.461,0.8555
1,United States,"first pair right one did not work, second replace pair left one sounded blown or static. i ordered twice from this company an both pair were still defected. ended up just getting a reiole after this time, do not waste your money or time on refurbished/renewed becouse it is not!",2022-10-11,0,2,0,278,0.056,0.9,0.044,-0.168
1,United States,listen to the reviews .. listen to the reviews and just pay the extra money to get it directly from apple. so soon i open the airpods and put them in my ear the right one was making this annoying in and out noise with no music playing. they might cause more but it is worth it and i only boought these scholause i just lost my other oons that i boought less than two months ago.,2022-07-06,0,1,1,378,0.11,0.861,0.028,-0.5801
2,United States,"too small. i am sure this is a good product, but i was afraid i would lases them if i tried to use them. they are vray small and kept falling out of my ears. they should have kind of brace to go over the top of the ears for security. i had to return them, which was a disappointment.",2021-08-13,0,4,0,283,0.092,0.78,0.129,0.1406
1,United States,left side not working. left side not working,2023-01-24,0,3,0,44,0.0,1.0,0.0,0.0
3,United States,"can i get a refund or a new case or subject? the case for the airpods that was feel to me does not even charge, and have to use my brothers case to charge my airpods.",2020-12-10,3,3,0,166,0.0,1.0,0.0,0.0
5,United States,"open box purchase. battery life is ok, but the canaltion of noise and sound quality is awesome.",2021-04-29,0,5,0,95,0.0,0.739,0.261,0.7684
5,United States,"i want to new item. i know is my fault, i think pay for the new i item,",2021-06-13,0,0,0,71,0.201,0.735,0.064,-0.4215
5,United States,vary good condition. wonderful airpod pros!,2021-11-15,0,5,0,43,0.0,0.367,0.633,0.784
5,United States,they are like brand new. they came in perfect and exactly what i was hoping for !!,2021-06-29,0,5,5,82,0.0,0.594,0.406,0.8619
5,United States,worth buying. amazing. works withone flawlessly.,2021-10-21,0,5,0,48,0.0,0.286,0.714,0.7579
5,United States,great quality. none it is what i was looking for,2021-09-06,0,5,0,48,0.0,0.687,0.313,0.6249
5,United States,good and economical. excellent so far,2021-11-14,0,5,0,37,0.0,0.377,0.623,0.765
1,United States,completely dead and cannot charge. the airpods arrived late and once i opened them they were completely dead. i putil on the charger and the case will not charge. i did the case reset and still no power. vary disappointed. i just purchaseed a brand new pair for the extra $ 49.00.,2022-08-07,0,1,1,280,0.232,0.768,0.0,-0.9381
3,United States,static. they were good buttimes it buzzes and you hear static,2021-04-14,0,4,0,61,0.0,0.775,0.225,0.4404
5,United States,vary good condition. vary good condition with airpods and deliverry,2021-08-26,0,5,0,67,0.0,0.58,0.42,0.7003
5,United States,"quality they work like new, came in original box with charging cable, 👌👌",2021-05-25,0,5,5,72,0.0,0.369,0.631,0.9439
5,United States,"best upgrade. cannot beat noise canceling. bought these loosen the unfortunate gen airpods. what to difference! i was worried about paying that amount, but i was printed by the noise canceling. i have worn these on the planet and drug out babies crying with noise cancelling. worth every penny.",2020-02-09,0,1,0,294,0.217,0.7,0.083,-0.7959
5,United States,in love 😻. love it its amazing has couples cases for it ❤️,2021-06-05,0,5,0,58,0.0,0.479,0.521,0.9451
4,United States,awesome. pretty good,2020-08-03,0,5,0,20,0.0,0.0,1.0,0.8807
1,United States,left one will not connect. bought these for my are's birthday to replace pair he had lost. you have tried to connect the left one for hours and it simply will not connect. returning,2022-10-13,0,0,2,181,0.065,0.935,0.0,-0.3182
5,United States,"great. they work just as i expectate, and can easily switch between noise cancellation and transparency.",2021-03-30,5,5,0,104,0.0,0.683,0.317,0.7579
5,United States,awesome quality. sound quality is amazing! everything works as it should. vary happy with them :),2021-04-17,0,5,0,97,0.0,0.446,0.554,0.9422
1,United States,bummer nothing but straight static. super let down. 😭,2022-12-12,0,0,0,53,0.392,0.345,0.264,-0.1528
5,United States,absolutely stunning. amazing product,2021-11-18,0,5,0,36,0.0,0.223,0.777,0.7889
5,United States,guorks great. guorks great. my so. loves it,2021-09-02,0,5,0,43,0.0,0.296,0.704,0.9169
5,United States,loving it. these were just like new. best sound quality ever.,2021-07-08,0,5,0,61,0.0,0.43,0.57,0.891
1,United States,not sure renewed!. exactly not renewed. case charge was not working and lots of scratches,2022-11-29,0,2,0,89,0.139,0.861,0.0,-0.308
5,United States,for the kids. bought this for my son. finally got it and gave to my youngest and he loves it. value for the money.,2020-11-21,0,0,0,114,0.0,0.783,0.217,0.7269
5,United States,"fantastic. literally came as if they were brand new. had the instructions, and even all the other ear tip options in the box. so far have had no problems with them.",2020-07-09,0,0,5,164,0.0,0.832,0.168,0.7057
5,United States,do not buy anything else! amazing! why get anything else if you are apple device user!,2021-05-17,0,5,0,86,0.0,0.762,0.238,0.6884
3,United States,"do not get renewed, get new. i think there cheeper anyways. the particular pair that i got of renewed airpods had one buds speaker was blow and talking or moving around made a buzzing sound in your ear. but the oher bud sounded great and the noise canceling actually work kind of surprising and cool",2020-03-12,0,5,0,299,0.0,0.828,0.172,0.8959
5,United States,review i love before airpods i cannot hear anything but my phone. which is amazing. i love the fact that it came charted and look like new.,2020-08-01,0,5,5,139,0.0,0.577,0.423,0.9575
5,United States,these were practicality brand new. they are ae great at a great price loved them!,2021-07-05,0,5,0,81,0.0,0.492,0.508,0.9245
5,United States,"read how to use, different from 1st generation. vary good quality! battery life late forever i feel like",2021-06-19,0,5,5,104,0.0,0.738,0.262,0.69
5,United States,my are loves his first purchase. my are you have been working hard with his first job of him and this was his first purchase of him. he enjoys !!! thank you,2020-10-15,0,5,0,156,0.035,0.704,0.261,0.8743
5,United States,good product. good product,2021-11-12,0,5,0,26,0.0,0.256,0.744,0.7003
3,United States,noise cancellation. noise cancellation do not work !!!,2021-08-05,0,3,0,54,0.0,1.0,0.0,0.0
5,United States,sound i like it works well for me,2021-07-25,0,5,0,33,0.0,0.566,0.434,0.5574
5,United States,excellent. just like i bought them from the apple store,2021-07-02,0,5,0,55,0.0,0.563,0.437,0.7351
1,United States,"fault airpods. i boought these from the licensed amazon warehouse and they were shaped with a faulty air pod, more testing needs to be done in order to locate problems likes like before selling broken products to your custom",2022-09-05,0,1,0,224,0.217,0.643,0.141,-0.5859
5,United States,fantastic. great quality and fits the price,2021-08-31,0,5,0,43,0.0,0.394,0.606,0.8271
5,United States,certify good product,2021-11-10,0,4,0,20,0.0,0.408,0.592,0.4404
5,United States,perfect. all perfect,2021-10-20,0,5,0,20,0.0,0.119,0.881,0.8126
5,United States,"excellent sound!. could not be happier with the airpod pro, the sound quality is excellent ant the nose cancellation feature works vary well. battery life is 4-5 hours of continuous usage.",2020-06-26,0,5,0,188,0.07,0.682,0.247,0.7915
5,United States,they work really good. it looks new and it works really well,2021-07-16,0,5,0,60,0.0,0.642,0.358,0.6794
5,United States,best earbuds ever. they are absolutely amazing and i use them all the time! definitely suggest buying them!,2021-03-01,0,5,0,107,0.0,0.564,0.436,0.9114
5,United States,they are see good headphones. i love them they work like there r brand new,2021-05-13,0,5,0,74,0.0,0.556,0.444,0.8625
5,United States,"worth it. totally worth the price, best earbuds i have owned",2021-07-05,0,5,0,60,0.0,0.491,0.509,0.807
5,United States,amazing. i do not know why people say soy bad things if cheap airpods that work like they are new stop being so negative,2020-06-11,1,1,0,120,0.277,0.543,0.18,-0.5256
1,United States,"still connected to previous owners apple id. could not connect to my apple id, still connected to previous owner ... cannot reset, only original owner can. vary disappointing buy, not worth it",2022-10-21,0,1,0,192,0.191,0.809,0.0,-0.703
5,United States,great product at reduced price with amazon warehouse. happy with the headphones,2021-08-31,0,5,0,79,0.0,0.486,0.514,0.8591
5,United States,love them. so happy i got my airpods fast and i love them thank you,2021-03-23,0,0,5,67,0.0,0.425,0.575,0.9422
5,United States,"great to carry around. pros 
 nice noise cancelation 
 portable 
 easy to carry around 
 cons 
 lack of batery 
 subtimates fell out of your ears 
 lack of bass",2020-08-22,5,5,0,160,0.13,0.593,0.277,0.7351
5,United States,good does what pods are supposed to do,2021-07-29,0,4,0,38,0.0,0.707,0.293,0.4404
3,United States,product was defective. the product received was defective. it you have feedback in the left airpod. i returned the defective product and receive a prompt refund. sell was good to work with.,2020-07-19,1,1,1,189,0.22,0.707,0.073,-0.7003
5,United States,must buy. great product for the price cannot complain one bit,2021-06-01,0,5,0,61,0.0,0.592,0.408,0.7359
5,United States,they were perfect !! the airpods are excellent! extremely happy with them !!,2021-06-10,0,5,0,76,0.0,0.443,0.557,0.9268
1,United States,still connected to submiss else's icloud. connected it to my phone and it said that it was still attached to sumon else's icloud and they could track where we are.,2022-10-21,0,0,3,163,0.0,1.0,0.0,0.0
5,United States,"great airpods. sound quality good, as well as noise cancel at. battery life is outstanding",2021-03-22,0,5,0,90,0.08,0.398,0.522,0.9022
1,United States,"just save and get new. do not even put yourself this , cleaned, and fully charged them and i am still having issues",2022-07-23,0,4,0,115,0.08,0.799,0.122,0.2748
5,United States,amazing. work as advertised amazing aaa +++,2021-08-21,5,5,0,43,0.0,0.397,0.603,0.8225
2,United States,they will fall out of your ears .. they constantly fell out of my ears without me realizing it. i lost both of them. stick to the original airpod design.,2022-03-01,0,3,3,153,0.071,0.859,0.071,0.0
4,United States,great sound. i do not have the other plastic size,2020-03-14,0,5,0,49,0.0,0.687,0.313,0.6249
4,United States,airpod pro. vary good condition,2020-04-24,0,4,0,31,0.0,0.58,0.42,0.4404
5,United States,fabulous!. i love them and they work perfectly ❤️,2021-06-15,0,5,0,49,0.0,0.367,0.633,0.92
5,United States,great. lovely,2021-11-05,0,5,0,13,0.0,0.0,1.0,0.836
5,United States,"really good. i just love it, like a brand new",2021-06-05,0,5,0,45,0.0,0.414,0.586,0.8718
5,United States,100% authentic. clean and looks new,2021-08-15,0,4,0,35,0.0,0.649,0.351,0.4019
5,United States,great device. they delivered vray fast and they are pretty lot,2020-08-27,0,5,5,62,0.0,0.552,0.448,0.8074
2,United States,will not stay connected while wearing apple watch. do not recommends. sound quality is amazing when they work,2022-05-05,0,4,0,109,0.078,0.745,0.177,0.4826
5,United States,great headphones. graat product - works as advertsed,2021-07-29,0,5,0,52,0.0,0.631,0.369,0.6249
4,United States,nice product. they slide out of ear at times.,2020-02-11,4,4,0,45,0.0,0.741,0.259,0.4215
5,United States,"so far, so good. seem to be working very well. sound and noise canceling is great. battery life is wonderful as well.",2020-11-25,0,5,0,117,0.0,0.51,0.49,0.9465
1,United States,"not guat. died within a couple weeks. my kid gots tohe because of the shape. they ended up being not as comforable as we thought they would be. but really the problem was that they stopped working within a couple weeks. on the positive side, amazon took the return no problem.",2022-07-29,5,5,0,276,0.1,0.713,0.187,0.6685
1,United States,i want my money back .. the left airpod did not work,2022-12-04,0,4,0,52,0.0,0.894,0.106,0.0772
3,United States,pretty convenient. i had to buy a few accessory so that they would stop sliding out of my ears. you would think that for this much money the’d stay in. otherwise they have been great.,2020-05-12,0,5,0,183,0.053,0.771,0.176,0.7269
5,United States,definitely worth it. everything has worked out well so far,2021-06-09,0,5,0,58,0.0,0.511,0.489,0.6908
5,United States,pretty good deal. really pleased with purchase thus far,2021-07-07,0,5,0,55,0.0,0.392,0.608,0.8516
5,United States,great product. i love them they work great the noise cancellation works a,2021-04-13,0,5,0,73,0.0,0.446,0.554,0.9246
5,United States,"airpods love these! came exactly how description, they work like new.",2021-04-27,0,5,5,69,0.0,0.563,0.437,0.7901
5,United States,best earbuds i have ever had. excellent for drowning out backgund noises on aircraft,2021-05-29,0,5,0,84,0.0,0.603,0.397,0.836
5,United States,airpod pros work amazing. work well and perfect,2021-08-20,0,5,0,47,0.0,0.342,0.658,0.8625
1,United States,bad .. i was so excited to get them the i got them and they would not even charge or connect to my phone.,2022-10-24,0,2,0,105,0.122,0.769,0.109,-0.0986
5,United States,great find. this item is amazing! love the noise cancelling feature.,2021-05-16,0,5,0,68,0.085,0.33,0.585,0.9117
5,United States,like new. mine were like new and work great !!!,2021-06-08,0,5,0,47,0.0,0.412,0.588,0.8743
5,United States,amazing! earphones with excellent sound quality,2021-07-21,0,5,0,47,0.0,0.339,0.661,0.8313
3,United States,good aough. sub scffs on right ane.,2021-04-26,0,4,0,35,0.0,0.674,0.326,0.4404
1,United States,"renewed item was not renewed and still waiting on refund. amazon qc failed on this one. one of the earbuds is completely cooked. tried it in my case, still dead and not responsive. started a return, they receive the product back and still awaiting refund to purchase another set.",2022-08-05,1,1,1,279,0.172,0.798,0.03,-0.8406
5,United States,happy with my purchase. vary good sounding headphones. i would say they are worth the price. the seller i bought from was also dependable. noise canceling is not as strong as i thought but still vry good headphones.,2020-03-05,0,5,0,215,0.042,0.742,0.216,0.775
1,United States,received the package but there was no headphones or case .. did not receive the headphones or case just the box,2022-11-23,0,0,2,111,0.123,0.877,0.0,-0.4215
5,United States,great. everything is great so far,2021-07-09,0,5,0,33,0.0,0.328,0.672,0.8481
5,United States,"airpods the item is perfect, fits in my ear and does not slip out.",2021-03-06,0,5,0,66,0.0,0.778,0.222,0.5719
5,United States,second hand i bought it but i arrive as if it had never been used. excellent product very good sound,2021-07-18,0,4,0,100,0.146,0.621,0.233,0.3383
5,United States,"very satisfied with my purchase. the airpods came in excellent condition. very excited to use them. now, if i can just change them from ‘marios’ ipods.",2020-08-20,0,5,5,151,0.0,0.708,0.292,0.8586
1,United States,"left earbud was malfunctied from beginning. there was a buzzing sound in the left earbud, that intensified when volume was raised. highly disappointing. and the return process is more complicated than normal amazon returns, lift it being an amazon official renewed item.",2022-08-12,0,2,0,270,0.076,0.85,0.074,-0.2716
5,United States,perfect quality. came in original packaging and work perfect!,2021-05-26,0,5,5,61,0.0,0.375,0.625,0.8748
1,United States,paired to previous owners apple id. airpods in good condition but we are still paired to previous owners apple id and after speaking to apple was unable to unpair. do not know why it was allowed to be sold with this.,2022-08-25,0,4,0,216,0.0,0.954,0.046,0.2382
1,United States,the owner is still tracking the airpods .. the airpod pros are nice clean and good just they are trucled.,2022-11-14,5,5,5,105,0.0,0.669,0.331,0.8126
5,United States,real airpods. vry happy with price and quality .. awesome price. verified they were not knockoffs when they came in.,2021-03-20,0,5,5,116,0.0,0.698,0.302,0.8316
5,United States,little price big package. came in box it was like a brand new pair i recommend if you want to save sub money,2020-10-14,0,5,5,108,0.0,0.667,0.333,0.8176
3,United States,its alright. it makes a buzzing noise out of nowhere,2021-03-03,0,0,0,52,0.0,0.818,0.182,0.25
1,United States,"do not buy this product. i purchased this and had problems with it connecting and staying connected. the first uones were received in a beat up box and they were dirty so i doub they were ""reconditioned"" tomeller replaced them with little problem. i have been fighting the same connection issues and vray poor battery life with the replacement airpods and i discovered the return window closed yesterday. it is not worth saving a few dollars to get tohe renewed airpods. they clearly do the bare minimum to get the product to pass just long covech for the warranty period and then you will be out your money.",2021-08-25,1,1,1,608,0.128,0.849,0.023,-0.8903
1,United States,used/dirty. airpods came dirty and not factory reset. case was damaged and pods had ear wax in them.,2022-10-26,0,1,1,100,0.266,0.734,0.0,-0.7003
5,United States,purchase. came in original packaging works great and looks new,2021-04-18,0,5,5,62,0.0,0.556,0.444,0.7506
2,United States,"right ear speaker blown. right ear sounds like the speaker is blown, othherwise as expressed",2022-04-09,0,0,0,92,0.0,0.848,0.152,0.3612
5,United States,get ahold proper case for them. they work great good investment if you take care of them,2021-03-08,0,5,0,88,0.0,0.579,0.421,0.8807
2,United States,the case charging is bad. have to charge my airpods in my daughters case the one that came with mine do not charge smh,2022-03-06,0,2,2,118,0.127,0.801,0.071,-0.3691
2,United States,"sub static and buzzing noise. exactly what you expect for a refurbished device, audio sounds fine but there are static and buzzing noise every now and then.",2022-02-07,0,4,0,156,0.0,0.949,0.051,0.1027
5,United States,"great deal! fast shipping, great deal, recommended seller!",2021-07-08,0,5,5,58,0.0,0.321,0.679,0.8906
5,United States,great. great,2021-08-30,0,5,0,12,0.0,0.0,1.0,0.8481
5,United States,works like new. battery life coul be better,2021-06-30,0,5,0,43,0.0,0.526,0.474,0.6597
1,United States,"not worth the $. my $ 40-60 ear buds hav better sound quality, noise canceling, & connectivity thanses $ 160 ear buds. my previous $ 40 pair had finally died after 3 years so my young (20 yr old) started bugging me to buy acese as she has a pair & thinks their great… .wortst pair of ear buds. i returned & bought another $ 60 pair & they are 10 times better thanse apple overpriced juck! i woud never buyse ear ear buds again, even though i do have an iphone, apple products are highly over rated !!",2022-01-09,0,4,0,500,0.049,0.888,0.062,0.3421
5,United States,renewed? actually new. everything was sharp just like a brand new item,2021-04-07,0,0,0,70,0.0,0.815,0.185,0.3612
5,United States,good product. battery life is not a wooowww but in general i recommended,2021-02-07,0,4,0,72,0.0,0.726,0.274,0.4854
1,United States,stopped working after to year. horrible they stopped working completely loaf,2022-11-17,0,1,0,76,0.477,0.523,0.0,-0.743
1,United States,this product was completely spoiled. the noise cancellation was poor sound quality poor,2022-11-19,1,1,0,87,0.36,0.64,0.0,-0.7351
5,United States,"great value! great product, great value",2021-07-06,0,5,0,39,0.0,0.054,0.946,0.9545
5,United States,best best airpods i have !!!,2021-07-05,0,5,0,28,0.0,0.301,0.699,0.8827
2,United States,barely works microphone. i gotse refurbished airpods pro’s thinking everything was perfect i found out this phone calls that the microphone barely works at all in the left ear and does not at all in the right ear. :(,2021-11-23,0,4,0,216,0.067,0.849,0.085,0.2023
1,United States,hit or miss. unfortunately i ended up with a bad one the right side interior seems to be rattling when i move around and when the volumes high it also has a static sount such a bummer,2022-08-07,0,1,0,183,0.234,0.766,0.0,-0.8442
5,United States,airpod pros. came in the real box nice quality.,2021-05-13,4,4,4,47,0.0,0.741,0.259,0.4215
5,United States,good so far. so far so good.,2021-06-24,0,5,0,28,0.0,0.418,0.582,0.7888
5,United States,they are great. work perfectly fine no complaints definitely like these!,2021-04-19,0,5,0,72,0.101,0.223,0.676,0.9168
5,United States,airpods pro like new!. great product. like new !!,2021-07-04,0,5,0,49,0.0,0.376,0.624,0.8743
5,United States,love them. love them sound amazing,2021-07-03,0,5,0,34,0.0,0.197,0.803,0.9217
5,United States,"good product, even renewed. lost my original pair and needed to replacement. the renewed product is perfect and worth the discount.",2020-10-28,0,5,5,131,0.079,0.55,0.371,0.8176
1,United States,unpressional/unorganized. the original package did not have the renewed air buds in the package.i had to send the empty package back to get a replacement so my sons 21st birthday present was late. disappointing. i was also overchard. i paid $ 197 when they shroud have been $ 150,2022-07-01,0,2,2,279,0.094,0.863,0.043,-0.4019
1,United States,"bad product. incomplete product, scratched and with sound failures. they allow return but i must pay a surplus, i do not recommend it",2022-10-18,0,1,0,133,0.304,0.644,0.052,-0.724
5,United States,"great quality. great product, excellent quality of finish and sound. easy to connect to an iphone and another device as laptop",2020-08-18,0,5,0,126,0.0,0.535,0.465,0.9413
5,United States,good good,2021-08-12,0,5,0,9,0.0,0.0,1.0,0.7003
5,United States,"excellent. until now it meets expectations, it is perfect",2021-04-09,0,5,0,57,0.0,0.486,0.514,0.8126
5,United States,gors great!. like is brand new.,2021-06-09,0,5,0,31,0.0,0.367,0.633,0.784
5,United States,great product. great sound and quality,2021-06-21,0,5,0,38,0.0,0.328,0.672,0.8481
5,United States,head phone. i love them,2021-06-26,0,0,0,23,0.0,0.488,0.512,0.6369
2,United States,buy some airpods pro renewal and are like new. only that the battery does not work 100%,2021-11-25,0,4,0,87,0.0,0.865,0.135,0.3612
5,United States,great headphones. best in ear headphones i have tried!,2021-04-26,0,5,0,54,0.0,0.449,0.551,0.8622
5,United States,it is great. vary good device,2021-07-07,0,5,0,29,0.0,0.364,0.636,0.7906
5,United States,perfect fit. loving them,2021-07-13,0,5,0,24,0.0,0.09,0.91,0.8779
2,United States,buy new. i receive the airpods pro on august 25th. submitime in the middle of january the left one started buzzing. a brand new pair has year warranty. i tried to return it to get fixed but apparely that window closeed in novelber. better to go with a new pair. i would definitely not reformeng getting a renewed pair.,2021-02-10,0,0,5,318,0.0,0.885,0.115,0.8126
5,United States,great. great battery life and awesome sound,2021-05-18,0,5,0,43,0.0,0.245,0.755,0.9231
5,United States,must buy. great product you would not even know they are renewed 5 stars,2021-02-23,0,5,0,72,0.0,0.76,0.24,0.6249
5,United States,great airpod pros. good,2021-08-20,0,5,0,23,0.0,0.222,0.778,0.7906
5,United States,excellent. excellent and serves android too👍,2021-05-14,0,5,0,44,0.0,0.448,0.552,0.8126
1,United States,terrible. the sounds stops while listening subtimes it only plays in one ear,2022-11-05,0,2,0,76,0.281,0.599,0.12,-0.4019
5,United States,great. i use this product for walking. i like that they are vray good in sound.,2020-11-22,0,5,0,79,0.0,0.578,0.422,0.8591
5,United States,i arrive before the date in good condition 👍🏻. sound quality is good,2021-05-17,0,5,0,68,0.0,0.721,0.279,0.7003
5,United States,you will not regret it. love them,2021-07-12,0,0,0,33,0.315,0.467,0.218,-0.2584
1,United States,does not work. the right airpod does not work at all. company said i cannot return bacase i do not have the original box. scammed.,2022-10-10,0,2,0,130,0.076,0.924,0.0,-0.2411
5,United States,best purchase ever !!. best purchase this year. they have wonderful sound quality and the only product people can tuly hear my speak on my phone. love them.,2020-05-10,0,5,0,156,0.0,0.587,0.413,0.9577
5,United States,good product. excellent,2021-07-27,0,5,0,23,0.0,0.132,0.868,0.765
5,United States,okay for the price! battery life sems off.,2021-06-05,0,0,0,42,0.0,0.762,0.238,0.2942
5,United States,love these. great,2021-08-04,0,5,0,17,0.0,0.108,0.892,0.8519
5,United States,good product. i like how loud they are,2021-05-06,0,5,0,38,0.0,0.526,0.474,0.6597
5,United States,bad ipod pros. the ipods have a static sound and are notcable to be used.,2020-12-18,0,1,0,73,0.2,0.8,0.0,-0.5423
5,United States,good sound quality. sound vray good,2021-07-03,0,5,0,35,0.0,0.408,0.592,0.7003
4,United States,good good,2020-03-06,0,5,0,9,0.0,0.0,1.0,0.7003
5,United States,good good,2021-08-06,0,5,0,9,0.0,0.0,1.0,0.7003
5,United States,great deal! works great perfect fit.,2021-06-04,0,5,0,36,0.0,0.12,0.88,0.9402
5,United States,airpods good product,2021-07-09,0,4,0,20,0.0,0.408,0.592,0.4404
5,United States,excellent. perfect conditions,2021-07-08,0,5,0,29,0.0,0.119,0.881,0.8126
5,United States,excellent product. excellent product,2021-07-17,0,5,0,36,0.0,0.213,0.787,0.8126
