username,rating,initial_statement,country,verified,review,usefulness,date,positive
Gustavo,5,Recommended,United States,1,All good,0,2021-06-05,1
Alvaro Godoy,5,It works well.,United States,1,All good,0,2021-06-05,1
Mark Zou,1,"Don’t Buy, Doesn’t Work. WASTES MONEY AND SHIPPING",United States,1,"The Left Renewed Airpod Doesn't Work. Keeps on Having Noise Coming Out of It Whene It’s In The Ear, Doesn't Work Good at All",0,2022-08-29,0
maria luisa raley,5,Great,United States,1,Work’s Great,0,2021-06-15,1
Amazon Customer,3,Great Earbud ... But,United States,1,"Great Product and Service ... But, What I Didn’t Like is that i boought it and a day late Tge Price Dropped by $ 20",0,2020-04-05,0
Donnie,1,Still Defective,United States,1,The Airpods are Still Defective and Do Not Hold A Charge. They will go from 100% to 0%. Also no refound option so i wouled not Buy from This Seller Unless You Like Throwing Away Money.,0,2022-07-01,0
Mel,5,Good product (renovated),United States,1,"Good quality, lasting battery and nitid sound!",0,2021-03-09,1
Tandy Garrett,5,They are the real Things,United States,1,I love the fact that they active work and are actually The Real Brand Airpods But the packaging could be Better But All The Are Great!,0,2020-02-07,1
Adrian,5,!,United States,1,Nice,0,2021-06-10,1
Michael,5,Awesome,United States,1,Exactly What I Expected!,0,2021-03-20,1
George Ondrejka,5,"Renewed, but looked and felt brand new",United States,1,They look brand new,0,2021-04-10,1
Michele Westfall,5,Great Christmas Gift!,United States,1,I Ordered these to Christmas Gift. It Says Renewed But It Looks and Sounds Like Brand New. Great Sound. Great Noise Cancellation. These are with the Wireless Charging Case.,150,2019-12-26,1
Edith,5,Worth the Money,United States,1,"Great Sound Quality, Noise Cancellation Awesome",0,2021-03-18,1
John Orange,5,Improved,United States,1,Much Better Than The Original,0,2021-03-11,1
Christian v,1,they look fine but dont work,United States,1,Noise Cancellation Doesnt Work at All and The Speakers Crackle Before ITS Even Halfway Turned Up,1,2022-10-10,0
dan,5,Just like the description,United States,1,"Good Quality, Thanks.",0,2021-05-13,1
Pablo,1,CHEATED,United States,1,"That's fine but they stopped working the next day so 
 I give a star ⭐️ for bad service",0,2022-09-10,0
perrycam009,1,Awful,United States,1,"WHY DO THE SOUND Like I BOUGHT A Pair of Scull Candy Earbuds at The Dollar Store. These were The Biggest Pieces of You Know What and Without Knowing The Price You Could Say these are Maybe 40 Max. Horrible Sound Quality. Outrageous Price for Renewed Airpod Pros When You Can Get A Brand New Pair for Under $ 130. Also, Howyn these were renewed new audio supplements were put into the earbud. Not the original Apple Audio Product But After Market Price of Once Again That Maybe Cost You $ 15 To Buy and Build. When compared to airpod pros From the Apple Store Themselves, They Sound So Incredibly Different It’s Hilarious. Vray Poor Effort, But At Least You Tried.",7,2020-11-25,0
Bo Larry,5,Satisfied customer,United States,1,Awesome Quality,0,2021-05-27,1
kc7387,5,Good Buy,United States,1,I love them!,0,2021-04-22,1
Amazon Customer,5,Great Quality,United States,1,Great Product With Excellent Sound Quality,0,2021-03-18,1
Daniel L.,1,Buzzing in Right Airpod,United States,1,"Like a Lot of Other People mentioned, My Product Was defected and was not renewed. The Right Airpod had Buzzing/ Crackling Right off the bat when noise cancellation or transparency was Activated. If you want to take the risk of having a Faulty Product, The Spending Less Might Be Worth It. However, and return my product and decided to just buy a new pair for 20 dollars or so more.",0,2022-04-10,0
Y.L.,1,Extremely Loud Crackling Noise in the Right Earbud.,United States,1,"Every Time I Talk or liste to sum music, The Buzzing Would Come Back to the Right Earbud. It's unfortunate, I thought since it was renewed they would look over earbuds. APPARENTLY NOT. Also, The Earbuds Were Named As, ""Bryan's Airpods Pro"". Kind of Weird That They Would Keep That in and Not Reset It. The Airpods Themselves Came Covered in a White resouns and the painting was chipping off of the case. Usually When I Get Renewed Technology, They Never Come In Terrible Shape So I was also confident in This One As Well. Definitely Going to return tohe.",1,2021-05-17,0
Zachary Pope,5,Good Deal,United States,1,Good Deal,0,2021-05-26,1
Yvonne,1,Broken in Box.,United States,1,"I do not like Leaving Bad Reviews, But This is a bit Ridiculous, Even for Me. 
 They were non-functional on arrival. They wouledn't turn on, and the case wouldn't charge. There was a considerable amount of black grime (i'm assuming accumulated dirt) in the Smaller Nooks and Crannies Strewn about the case. Just about the Only Clean Thing was The Pods Themselves, But i Never Got The Chance to Usem, For The Reason I Stated Above. It may be that i ended up with a one-in-a-million flike doubt product, but Judging by sum of the other reviews i'm guessing that's not the case. Buyer Beware!",2,2021-03-24,0
Levi,1,Fake!,United States,1,You are are Fake and Not Renewed Apple Airpods!,0,2022-10-27,0
Nakosha Smith,5,Great Sound!,United States,1,I Love The Sound Quality.,0,2021-03-20,1
Eddie Jones Jr.,2,Awful,United States,1,I was excited to get my pods it conducted the had Arrived and no one knew where they were. Delivery was Three Day Late. THEN I UNBOXED THM TO FIND OUT THE BOX WOLDN’T CHARGE. After Two Days The Pods Wouldn’t Charge Eithher. So disappointed,0,2021-03-31,0
Mr. Parry,5,Not Fake,United States,1,It is Amazing. And relativley Cheap When compared from Buying Off Apple.,0,2020-11-04,1
Jack Rostas,5,WHERE HAVES BEEN ALL MY LIFE,United States,1,"Perfect, use Almost Daily. Recommend Highly",0,2021-02-27,1
Sydney James,5,Another Happy Purchase!,United States,1,"Product Came with Original Box, Earbuds and Lighting Charger Cable. IT’s Works Perfectly! Definitely Worth the Price! 100% satisfied!",0,2020-06-17,1
ATLBride921,5,Perfect Refurbished,United States,1,Absolutely Perfect,0,2021-05-13,1
Mike A Tano,5,Excellent,United States,1,Outstanding,0,2021-05-25,1
Kai Belmore,5,Airpods Pro,United States,1,It Amazing Wouldn’t has thought it was renewed 🖤🖤🖤,0,2021-01-05,1
Stacie Russell,5,WHY IT DIDN’T Come with a wall piece i had to go bum one.,United States,1,I Like it,0,2021-05-01,1
Mobeman,5,They be booming 10/10 Buy these,United States,1,These mugs be booming 10/10,0,2021-03-16,1
Emmanuel Masango,1,PRODUCT DID NOT WORK,United States,1,The Airpods Did Not Work All. I feel them Back for a refound but I am Still Waiting 12 Days Later.,0,2022-09-02,0
Lonessa Collett Miles,1,Airpods wasn’t in box,United States,1,I WOUD LOVE TO TELL YOU BUT I PRIVED BOX WITH TO CHARGER ONLY 🤷🏼‍♀️ I’VE GOT A REFUND STARTED SO I’LL UPDATE TO HOW THAT GOES. As of Now Beware. (I hate leaving bad reviews but i hate paying for submission and don’t recueive Even More).,0,2022-05-16,0
xochitl,5,Works Great Glad I Bought Them,United States,1,Amazing Works Great,0,2021-04-03,1
Tj,1,The Airpods Themselves were not in the box,United States,1,SO UPset REQUESTING RETURN,0,2022-11-06,0
Amazon Customer,1,Still tied to sumone’s Apple and he could track me.,United States,1,Love The Product and Condition Upset About Slow Return Process. Money Tied Up and no Airpods was a Birthday Gift from Husband.,0,2022-08-28,0
Justin Boepple,5,Super Duper High Quality A+ 5Gold Stars,United States,1,Love Them Just Like New,0,2021-03-20,1
TanitaA25,5,Great!,United States,1,Amazing Works! Hubby Loved Them!,0,2021-02-18,1
Daniel Sotelo,5,Shopping on Budget,United States,1,Great Sound for a Great Price !!!,0,2021-02-21,1
Mark Deshields,3,Little bit to much for your money,United States,1,Same as the first one only different,0,2020-06-25,0
albert baray,5,Great Product,United States,1,Gifted to Family Member and There Loving Them.,0,2021-01-15,1
moises,5,Very good,United States,1,Very good,0,2021-04-20,1
Misty Russell,1,I paid for an empty box!,United States,1,"I boought these a Birthday present. THANK God I LOOKED IN THE BOX BEFORE WRAPPING IT! It was empty! No Air Pods Just A Box, and A Charing Cord.",0,2022-07-18,0
christy kokeh,5,IMPORTANT TO KNOW THAT IT WILL WORK WITH MY ANDROID PHONE,United States,1,Better Fits,0,2021-04-17,1
Christy Craig,5,Pretty Great Purchase,United States,1,Battery Life Sems a Little Shorter,0,2021-02-11,1
Michelle Smith,1,Would Not Connect to Phone. Should Not Have Purchaseed Refurbished Product.,United States,1,Would Not Pair with Phone. Apple Support Unable to resolve. SHOULD NEVER HAVE PURCHASED REFURBISHED PRODUCT. Vray Disappointed.,1,2022-09-16,0
jenna compton padua,5,))),United States,1,"Headphones Are Cool, Everything was Quickly delivered Vry Happy. I recommend it !!!",0,2020-09-27,1
Josh Dachs,5,Extremely convenient,United States,1,Excellent Product,0,2021-04-28,1
Sixty nine,5,Got What I Wanned,United States,1,"Bought Refurbished. It was a Tremendous Price increases when stock was nothing, but now they’re to Lot Cheaper. Didn’t Take Long To Arrive and Work Perfectly!",0,2020-01-10,1
Alejandro,1,They are still connected to the previous Apple ID,United States,1,"I thought it was a new Refurbished product, to my surprise it is not only used, but it is still connected to the previous ID Apple.",0,2022-08-20,0
Amazon Customer,5,I love it,United States,1,The Sound Quality Is Great,0,2021-03-02,1
Hearish Murad,5,Good,United States,1,Not Bad,0,2021-04-20,1
Alejandro M.,5,In perfect condition,United States,1,"Excellent product, everything came super well and arrived before expected, thanks for the good service. Keep like this! 🤩",0,2020-05-31,1
Skeet,5,Fast Delivery ...,United States,1,Excellent Condition ..... Great Value.,0,2021-03-13,1
Phi,5,WHY PAY MORE,United States,1,EXCELLENT VALUE,0,2021-04-27,1
Cassandra Ware,5,Normal Like Works,United States,1,Looks Vary Clean and Works Amazingly,0,2021-02-07,1
Amazon Customer,2,Gross,United States,1,I Don’t Mind Buying Refurb. Most of the time they are just like new. Do you Think You Coul Clean The Case and Not Leave Earwax Rings?,1,2021-10-18,0
Winnys,5,Original it’s,United States,1,Like new i’m happy with the item looks,0,2020-12-05,1
Redmann Arel,1,Right Airpod Broken,United States,1,Headphones Came To Me With A Pretty Bad Buzzing Sound in The Right Airpod,0,2022-09-24,0
Angel,1,AWFUL,United States,1,I Don’t Recommending !! My Airpods Doesn’t Have Battery Life Dies in 20 Mins of Listening! Just get the new Thing I Been Trying To Get A Refund or Replacement! The 90 Day Warranty Guarantee is a lie scholause i boought these under the warranty and they won’t do no refounder or replacement and don’t understand Why mint that if your not going to keep your promise i definitely dont recommending just get new pair! I’m still trying to return mines!,2,2021-11-12,0
Rosalinda Howard,5,Nothing my are Loves His Bluetooth,United States,1,Nothing Everything is great,0,2021-03-10,1
Maria Landeros,5,GLAD I MADE THE PURCHASE,United States,1,Love The Sound!,0,2021-03-24,1
Derrick,2,Not Clean!,United States,1,Still Not Sure If i want to use the airpods. The Refurbishment was Extremely Poor. There Was Still Hair and Earwax When I Opened Them🤮. Since then I’ve Cleaned Them But I’m Still Iffy About Using Them.,0,2021-05-18,0
Janire Berges,5,Airpods,United States,1,Perfect 🤩,0,2021-04-06,1
Leneal03,5,GRAAT QUALITY AT A NICE PRICE,United States,1,Price and Quality Were Great,0,2021-01-19,1
Scalet,5,Good,United States,1,Better Than New.,0,2021-02-25,1
s.reb,2,PROBLEMS AFTER TO MOUTH,United States,1,I’ve had before for a little over a month and they were working. All of A Sudden i get a Weird Glitchy Noise in One of the Ear Phones.,0,2021-07-26,0
Mrs. Wilson,1,Do not Buy !!! RIP OFF,United States,1,"This product was not tested to enseure that it was in Excellent Condition, as they claimed! Sounded Like Everytying was underwater. I’m",0,2022-08-12,0
Aurelio Chavez,5,No comment,United States,1,Staff,0,2021-04-24,1
Amazon Customer,5,Good,United States,1,Good,0,2021-04-28,1
Christian,1,"Bad battery, frightful sound",United States,1,"Noise cancellation does not work, unloaded without using. The microphone does not work. Upset",0,2022-09-12,0
Thanh vu,5,Good,United States,1,Good,0,2021-04-27,1
johan,1,They cannot be linked,United States,1,Airpods cannot be linked does not work! There is no way to connect them! They do not linked,0,2022-09-08,0
lpnalda,5,Nice if you can afford the price,United States,1,"Love Having The Option of Transparency or Noise Cancellation. They can still Fall out though, so be careful! They are expense!",0,2020-01-26,1
nicolas fanlo quintar,5,TO,United States,1,TO,0,2021-04-15,1
Alexis,1,Not Original Airpods Pro,United States,1,There are not genuine airpods pro,0,2022-10-20,0
Kenneth smith,1,Airpods Pro,United States,1,My Airpods Wouledn’t Even Connect to My Phone Even When It Says On The Page That There Tested Before They Sell Them,0,2022-08-15,0
Duane Kelley,5,Works Awesome,United States,1,Amazing Works!,0,2021-03-26,1
Dereck Rojas Murillo,5,Very good,United States,1,Vary Good Condition,0,2021-03-03,1
Lina Silva,5,Airpods pro excellent condition,United States,1,"They are excellent, like new",0,2021-02-15,1
Janet L. Francis,1,Stopped Working After 1 Day !!,United States,1,"Overall, There are 5 reasons that i return This. 
 1. They quit holding charge. 
 2. The Light Stopped Working All Together. 
 3. IT Would Not Let Me Switch From Transparency Mode to Noise Cancellation. 
 4. They wouledn't connect to already paired devices. 
 5. The Weren's New, or Handled Well.",0,2022-04-24,0
Maria Roman,5,Great Purchase,United States,1,"Awesome Purchase definitely satisfied, wouledn’t Have Known they were renewed ..",0,2020-10-13,1
Peach,1,Fake Renewed,United States,1,Pray for Fake Refurbished Pair. Returning and Will Be Receiving My Money Back!,0,2022-09-20,0
kwang-jin KIM,5,Good,United States,1,Goooooood ~~~,0,2021-04-05,1
Atlas,1,People Still Steal ... Shocking !!,United States,1,Make Sure The Current Airpods Are In The Case My God !!! Way to Ruin Subone’s Day,0,2022-09-01,0
Brian Block,5,Exactly as expectted.,United States,1,Just Like Brand New. Very pleased.,0,2020-12-01,1
John,1,Returned,United States,1,"Product has Buzzing in One Ear. Refurbished? Lack of Quality Control, Yes.",0,2022-09-10,0
Darnell M.,5,Love My Air Podz To Seat Can't Wait Till Next Gen,United States,1,Sick,0,2021-03-27,1
frank garcia,5,Noise Cancellation Is Awesome,United States,1,So far so good not to bad,0,2020-11-06,1
Dave,1,Useless,United States,1,"Noise Counseling Does Not Work, Bill Quality and a microphone is Absolute Crap I Am Sorry About Apple, and Amazon Should’ve Made A Better Job Crafting This Becouse for What It’s Worth this Things are awful",0,2022-05-21,0
Maria,5,Perfect,United States,1,Loverrrr,0,2021-03-17,1
Nilda,5,The Sound,United States,1,Great Quality,0,2021-02-20,1
Alauna J.,5,forks,United States,1,I loved them,0,2021-01-14,1
M. Etu,1,These are Lousy. They Don’t Stay in the Ear.,United States,1,These are Lousy. They don’t stay in the ear,0,2022-09-27,0
Claudia Gatica,1,Buyer Beware!,United States,1,"Only One Worked, Had Tracking Device, I Am Still Waiting for My Refund. Buyer Beware!",0,2022-09-07,0
luis postigo,1,They don't buy it,United States,1,"When you place it, you realize that something does not go well, a damaged right headset, scrapey and very bright sound as if the mesh that transmits the sound, I return it, I return it, I return it, I return it",0,2022-06-18,0
Becky miller,1,It works okay but the right ane,United States,1,I Love How I Puth Belpods and The Silence Goes off but there's no sound from The Right Airpod Just Absolute Silence.,0,2022-09-28,0
Gerhard Botha,1,Ear Buds no Longer Charge,United States,1,They work great for a famsh months but the charging case no longer works eithher by cable nor wireless,0,2022-08-15,0
Carli,5,Good,United States,1,Good,0,2021-03-05,1
Mikaela Chandler,2,STI alright,United States,1,ITS GOOD WHEN IT’S NOT TO LOUD THEN THAT’S WHEN THE STATIC STARTS AND WHEN YOU HAV THE NOISE CANCELLATION ON WHILE IN A CARTE CAN HARY EVERY BUMP AND A WEIRD SQUAKING SOUND.,0,2021-03-24,0
Eduardo20719,1,Vary Bad item my worst ever purchase on Amazon Battery Don’t Last 2Hrs On Fully Charge It Discharge,United States,1,It Discharge Even Without Usage On Fully Charge Before you pick up it’s on empty battery it’s the worst ever purchase have incurred on Amazon. TOTAL WAST OF MONEY I EVEN WANTED TO RETURN ITEM I WAS TOLD HAV TO MAKE PAYMENT ON LABEL CREATED FOR RETURN THAT’S MOST ANNOYING PART.,0,2022-04-04,0
Marcos,2,"Battery Life Is Not Good, Better Pay 50 More",United States,1,"I BOUGHT THIS PRODUCT ON 10/8/20 AND SINCE 2 WEEKS AGRE THE BATTERY LIFE HAS DECEROSED. If you use this product for important tasks, its Better to pay $ more more for the original product and have to 1 year guarantee.",0,2021-02-07,0
Juan,5,Love before Earphones,United States,1,It was a present for my girlfriend and She Absolutely Loves Them!,0,2020-07-26,1
Alex,5,Great Airpods Pro,United States,1,Great for The Price It’s Better The The Brand New One.,0,2020-07-25,1
Anthony Lewicki,1,Speakers were Blown. Had to return.,United States,1,Speakers were Blown. have to return.,0,2022-10-09,0
Amazon Customer,1,The Left Air Bud Is Making A Wind Noise When Put On Noise Cancelation,United States,1,The Left Air Bud Is Making A Wind Noise When Put On Noise Cancelation,0,2022-09-01,0
cristen,3,Dirty,United States,1,The Airpods Are Great But Came Dirty and Case Was Dirty Which Is Disappointing for Price,0,2020-02-25,0
Biff Tannen,1,Filthy,United States,1,"The Buds Had Earwax and Hair in Them, The Case Had Dirt and Debris in the Holes the Buds Go into. Awful, Just Nasty. 
 The Apple Box Wasn't Taped Shut So It Opened Up Inside The Amazon Box and Everything Came Loose and was sliding Around Inside. 
 I Thought 'Renewed' Would at Least Include New Rubber Pieces for The Earbuds But No, they were the Same You The Previous Owner Had Been Using.",1,2021-10-12,0
bri rayne,1,Not Pairing,United States,1,I couldn’t use them they was,0,2022-08-19,0
José Andrés Chaves,5,Music,United States,1,Perfect,0,2021-02-15,1
Jennifer Ware,5,Work great,United States,1,Work great Thank you no problems at all,0,2020-09-21,1
Humberto A Paredes,5,Usefull !!!!!!!!,United States,1,EXCELLENT !!!!!!!!,0,2021-02-21,1
Ashhole,5,Sounds Great Perfect Men Cancers,United States,1,These are amazing love them,0,2020-11-27,1
Angie,2,Not a good pair with a phone call,United States,1,They don’t sync with the audio when i make a phone call so i had to sendum back but they sync with the audio when i’m watching videos or streaming sum thing,0,2021-03-30,0
Bobby Gomes,1,Not Good,United States,1,One Side is not working,0,2022-10-06,0
edward ocello,5,Worth the Money,United States,1,So far so good. Work as Expecta,0,2020-09-16,1
✅,1,Extremely disappoted,United States,1,"PRODUCT WAS SUPPOSED TO BE IN EXCELLENT CONDITION 
 Airpods/Case Didn’t Work at All 
 Highly disappoted",0,2022-08-16,0
Amazon Customer,1,Bad Airpods,United States,1,I tried on My Airpods and It Sounds Static.they were Also Dirty on the Inside. Not satisfied,0,2022-08-12,0
Gurveer,1,OK,United States,1,"Okay, had connection issues eleven in a while and amazon messed up the billing",0,2022-08-26,0
Federico,1,Worsst Experience Ever. Didn't Work.,United States,1,"Youard Yourself With Eco, No Bass, Physically Damaged",0,2022-09-15,0
chris hart,1,Amazon Renewed is not reliable,United States,1,Really Like The Idea of Reusing But Have Tried Two Pairs and Bush Times Had to Return Them.,0,2022-08-03,0
Eric,1,Condition,United States,1,The Product Was Not Clean and in Good Condition as It Stated in the Reviews.,0,2022-08-17,0
Pynk,1,Dirty,United States,1,They Did not look renewed…. They Still Looked and Dirty,0,2022-09-02,0
Baseballkurt,2,"Disappointed, sticking with bose",United States,1,Poor Sound Compared to My 4 Yare Old Bose Soundsports. Could not get them to stay in my Ears Well. Gave to Wife and Got The New Bose Sc Model.,0,2021-04-15,0
Patrick Krauss,1,"Not Worth Buying, Faulty",United States,1,Only One of Them Worked Again This is the Second Time Buying Airpods Hoping they would 't live up to expectations,1,2021-12-26,0
Maria,1,I return ipods and they need returned my money!,United States,1,I Returned Airpods Pro Because They Didn't Work. Maverick Company Never Received Money Back. Will Never Buy Anything From Them!,0,2022-07-20,0
Luis,2,After 3 mo. A NOISE CAME UP ON RIGHT SIDE,United States,1,After 3 months of using it my right Side Started to have a noise Like If Subject is vibrating. The Warranty Only Covers Up To 3 months 🤯🤯🤯,0,2021-04-22,0
Mikel,1,They Don’t Work. No microphone,United States,1,Horribly Product. Mic Doesn’t Work.,0,2022-10-07,0
Nathan Wenger,5,Awesome Product,United States,1,"Love this item! Got Mine for 230, Awesome Deal. They Came with a The Apple Box But No Sealings.",0,2020-01-10,1
Captain Sweetheart,5,Great Way To Save,United States,1,Works Great No Issues. Product Sems Brand New.,0,2020-08-29,1
Davis,5,Excellent Quality,United States,1,Vary Good 👍,0,2020-12-06,1
ka,1,Right Airpods Just Doesn’t Work,United States,1,Everything was perfect it is clean was charging the only,0,2022-04-16,0
Mark de Gruiter,1,Hate to say but i shouled’ve purchaseed new oons,United States,1,First off i hate writing a bad review but honestly this was a pretty crapy experience overall. I BUY A LOT OF ELECTRONICS AND A LOT OF ITEMS THAT ARE REFURBISHED OR “RENEWED“ AND THIS WAS JUSTIN COULD HARDLY EVER HEAR ME IT SOUNDED LIKE I WAS IN A TUNNEL UNDERWATER AND THE BATTERY LIFE WAS MEDIOCRE AT BEST.,1,2021-05-05,0
Dott Atnar,1,"""Renewed Product"" no refound option",United States,1,I Purchaseed This Unware This was a Refurbished Product Or That I Wouled Unable To return the product for a reiole. Buyer Beware As Buying An Apple Product I Assumed Incorrectly You Wouled Have a Warranty and Could Return the Product. I WOUD BUY FROM THE APPLE STORE DIRECTLY NEXT TIME TO AVOID POTENTIAL ISSUES.,0,2021-12-06,0
Amazon Customer,5,Works in perfect condition it came in a box like a brand new,United States,1,The Sound Works Perfect,0,2020-11-09,1
Shana Hall,5,Comfortable,United States,1,Vary Good Love Them - Batteries Last Forever,0,2020-07-28,1
GlassLass,5,Perfect - Vary pleased.,United States,1,Second “Amazon Renewed” Purchase and I’M Vry Happy. Just Like New.,0,2020-05-31,1
Amazon Customer,1,ONLY ONE HEADPHONE WORKED - QUALITY CONTROL DID NOT HAPPEN WITH MY PAIR,United States,1,So frustrating! Would have expectted Better Process Before Sending out a Refurbished Product.,0,2022-08-17,0
Evelyn Johnson,5,very swag,United States,1,Pog,1,2021-01-13,1
Angry customer,1,Fake Product,United States,1,"Case Was Broken When I Opened The Box, The Pods Wouldn’t Even Fit in The Case Right. The Case Wouldn’t Charge, or Connect to My Phone. Non -addional ear tips were included in package. On top of that, There was not ""Designed by Apple in California"" Label on the case. 
 Shame on Amazon For Allowing A Fake Product To Be Sold For This Much Money On Their Site. Unacceptable.",0,2021-08-22,0
Hunter Parrett,2,Defective,United States,1,"They work fine now but the left earbud 
 CAME BLOWN SO I HAD TO PAY $ 89.00 TO GET A REPLACEMENT LEFT EARBUD",0,2021-07-12,0
Lisa M.,1,Update Case Not Charging!.,United States,1,"Update Case Won’t Charge. So furious right now. AirPods Will But Case Won’t! 
 They great, but no charging cord included! Otherwise, Vray Happy. I want the cord. 
 I Contact them, they feel the cord immedialy.",0,2022-04-03,0
JJ,5,Like new,United States,1,They sound brand new,0,2020-10-28,1
Amazon Customer,5,100% recommended,United States,1,ITS Like New Just Buy It,0,2020-08-26,1
Martin,5,Great Deal!,United States,1,Refurbished But Excellent Quality!,0,2020-10-02,1
Jon Coskunses,5,Good Quality,United States,1,So I expectate,0,2020-11-14,1
Cristofer Ariza,5,quality,United States,1,They are in very good condition,0,2020-09-03,1
nc,1,Trifling,United States,1,The Nastiest Thing I Ever Purchaseed!,1,2022-09-08,0
Cdoyle1307,2,Will Be Returning,United States,1,Defective Device. Apple Will Fix But Seller Also Offers A Return,0,2021-11-21,0
Aristoteles Sousa,5,Satisfied,United States,1,I’m satisfied by my Buying congrats to seller.,0,2020-07-07,1
Fernanda,5,Perfect Product,United States,1,"I was Afraid of Reading a Lot of Bafa Reviewing, But the Product Came Perfect!",0,2020-02-22,1
Si si,5,It’s exactly what it’s described to be,United States,1,I love love love it is was Totally Worth the Money 😩❤️,0,2020-04-18,1
Yesid Steven Hernandez Sossa,1,They come in very bad condition,United States,1,They are in very bad condition and very mistreated,0,2022-08-26,0
Kevin Toapanta,1,The Right Airpods Doesn’t Work correctly,United States,1,"The Noise Cancellaction Is Damage, Sound Quality is Good and Battery Life is ok.",0,2022-08-03,0
Laura,5,Airpods Pro,United States,1,Great Product Came Brand New For A Good Price,0,2020-06-04,1
Genesis Rodriguez,5,Like New!,United States,1,Loved,0,2020-12-17,1
james wear,5,Manzana,United States,1,IT Works great.,0,2020-10-26,1
BLM,5,Airpods Pro,United States,1,Love them,0,2020-11-16,1
Patrick Garman,1,Not renewed,United States,1,"Received Delivery Today and Much Like Oher Reviews They are Defective. They Pair To My Phone, But the Left Ear Airpod Only Plays Static. 
 I Should Have Just Paid The Extra $ 30 to Buy A New Pair. 
 UPDATE: Amazon Replace with a Second Pair of 'Renewed' Airpod Pros. These work for severe Weeks with Only Minor Issues - But now the Right Ear Bud Has Static Sounds, you have difficulty connecting to phone, and offen't'et charge when in the case. I'M Returning for A Refund and Buying to New Pair. It's worth the extra $ 30 bucks.",1,2020-06-05,0
JoHn M.,2,Malfunction,United States,1,"The Right Uones Sound Quality was terrible, I Would Suggest Just Buying Full Price from Another Retailer. Don’t Go Through The Hassle, I had to pay shipping to get a refund.",0,2020-11-25,0
Ryan McCarthy,1,Not in Great Shape,United States,1,"I Returned Mine Immedialy Because There was a big dent in the top, scratches all over it, it was missing the Ear Piecees, and to add an insult to insult, they were still , Never Buy used Earbuds, That's Kinda Gross.",0,2021-10-13,0
Rat M.,1,Don’t Buy Item !!! They barely lasted 9 months!,United States,1,The Right Ear Bud Stopped Working After 9 months! All i get is static. I Contact them & they said there is nothing they can do it’s past 90 days. Don’t Waste Your Money on Sumthing that isn’t going to last a year. It’s so frustrating !!! Just Buy a New Set of Airpod Pros.,0,2021-09-22,0
ahmed kamal,1,I Didn’t To Receive That Bad Product Status,United States,1,"I have purchaseed 2 as gifts to 2 Friends and when i unpacked them i realized how scratches the case it has, i am so disappointed so i didn’t expectation such bad quality. The problems is I have traveled abroad to Meet My Friends and I Cant Give Them Such Product.",1,2021-10-23,0
jimmycatboy,5,Great Sound,United States,1,"Well Pleased Awesome Sound for the Money. 
 These do fit in the Ear Better,",0,2020-02-05,1
Hunter C.,1,Most Likely Stolen and Re Sold,United States,1,"They work just fine, but they were registered Underer another Apple Id and My Phone Popped Up Multiple Times and Said ""The Owner of the Airpods Can See Your Location"" Meaning I Was Being Tress. Do not Buy for Your Own Safety.",0,2022-01-19,0
Monica,1,One does not work,United States,1,It has a noise,0,2022-09-08,0
F.M. Clark,2,Not as well. Maybe Because they were @renewed ”,United States,1,Returned the item after few Weeks and Bought the Previous Version. So much better ..,0,2021-09-02,0
Jaylyn sharp,1,SOLD ME BROKEN AIRPODS,United States,1,Will Not Connect to My Phone! Calleed Apple and The History of the Airpods Were Insane! I Want My Money Back Immedialy! Dont forget to read Reviews Before Buying! I Learned My Lesson!,0,2022-04-08,0
Amazon Customer,1,Absolutely horrible,United States,1,"Absolutely Horrible, I Ordered these Thinking I Wouled Receive The Product Listed Above Only To Pay High Dollar and Get Airpods That Are Dirty, One Completely Missing An The Case is destroyed what a Waste of My Money Control an pre packaging. So disappointed would not recommend",0,2021-08-21,0
Miguel Rodriguez,1,Could not get them to hook up to my phone.,United States,1,I know they are renewed but the case was in Really Bad Shape and I Couldnt Get the Airpods to Hook Up To My Phone. It would Freeze My Phone. Going to Buy New Ones Now That Hey Are Cheaper on Black Friday.,0,2021-11-26,0
Deepak Monger,1,Bad item.,United States,1,I thought it was a good price for airpods but literary Two Days After I USed Them They Started Messing Up. Battery Barely Lasted One Hour and the Right Uones Sound Was So Low.,1,2022-04-01,0
Finn n Jake,5,Good Seller Vray Reliable,United States,1,It was perfect new !!! Good Job Will Come Back Again.,140,2019-12-29,1
Chany Marin,1,Bad purchase,United States,1,It is in a very bad condition I am very upset.,0,2022-07-29,0
Brooke,1,WORLST PURCHASE EVER,United States,1,awful. I Got Them and a Week Later Broke. Not Worth The Money.,0,2022-07-20,0
Courtnae Jackson,5,Great Comfort!,United States,1,Forks! You are a comforible and the sound is excellent!,0,2020-04-22,1
Jose Francisco Morales,5,***** 🇺🇸🎼🎸🎤T BEST Sounds So Far 🤔🥁🎹🎶🇺🇸 *****,United States,1,***** 🇺🇸🎼🎸🎤So Far 🤔it’s T Best But Not Waterproof Like Sub Othher 😢🥁🎹🎶🇺🇸 ****,0,2020-02-16,1
Amir K,2,Nah,United States,1,The Right Ear Makes a Weird Sound But When I Put Noise Cancellation The Weird Sound Stops.,0,2021-06-29,0
