username,rating,initial_statement,country,verified,review,usefulness,date,positive
mandour,5,Good Product,United States,1,Excellent,0,2021-07-27,1
Purchased,5,Okay for the price!,United States,1,Battery life seems off.,0,2021-06-05,1
macbeth,5,Love these,United States,1,Great,0,2021-08-04,1
Jonathan,5,Good product,United States,1,I like how loud they are,0,2021-05-06,1
Gsquared,5,Bad iPod pros,United States,1,The iPods have a static sound and are not able to be used.,1,2020-12-18,1
Dominique,5,Good sound quality,United States,1,Sound very good,0,2021-07-03,1
Gracie Price,4,good,United States,1,Good,0,2020-03-06,1
reviathan,5,good,United States,1,good,0,2021-08-06,1
Andrew L McCoy,5,Great Deal!,United States,1,Works great perfect fit.,0,2021-06-04,1
gustavo,5,airpods,United States,1,buen producto,0,2021-07-09,1
Robert,5,excellent,United States,1,perfect conditions,0,2021-07-08,1
Ricardo,5,Excelente producto,United States,1,Excelente producto,0,2021-07-17,1
Mohammad Atta Alhosria,5,Perfect 😍,United States,1,So high quality . Suggested 😍,0,2021-04-09,1
Scott Wise,5,Great !,United States,1,They look and work like new.,0,2021-04-11,1
William Owen,5,Outstanding,United States,1,Just as promised. Noise cancellation is really impressive.,0,2021-03-24,1
Jasmine Quinones,5,Good quality sound..,United States,1,My son absolutely loves them!,0,2021-04-26,1
Delon27,5,Good,United States,1,Good,0,2021-07-13,1
Angel dovie,5,Work great!,United States,1,Work really good,0,2021-06-29,1
Heather Price,5,WOW,United States,1,Phenomenal sound quality and features,0,2021-05-18,1
Yecart1997,2,Used battery. No good!!,United States,1,Just got them. Look new. Fully charged and the battery lasted 1.5 hours!!!!!!!!,0,2022-03-05,0
Ydalia Anzualda,1,This item SUCKS!!!!!,United States,1,"Amazon has given me the run arounds about receiving my refund after I returned the item a DAY later. DO NOT BUY!!!! They were bought and given as a gift and embarrassingly DO NOT WORK!!! Amazon now is taking FOREVER and lying to refund my order so I can purchase new ones through another company!!! DO NOT BUY!!!!! You think you get a good deal and the item is what it says “renewed” with static and DOES NOT WORK!!!!!! Never will I try to purchase an electronic through Amazon at a cheaper rate, it IS NOT WORTH IT!!!!",3,2021-07-29,0
Josue merlos,5,You should my this,United States,1,You should buy this is I was so happy when I get then they are so Worth it,0,2020-09-01,1
Ally,3,Ok,United States,1,A lot of static,0,2021-03-12,0
tristin,5,Excelante,United States,1,Good came in original apple box with no scratches.,0,2021-02-27,1
Carlos Londono,5,AirPods Pro,United States,1,"Excelente producto, buen sonido, fácil enlace que con iPhone",0,2021-02-28,1
Haley,1,It’s ok,United States,1,It’s ok,0,2022-11-24,0
Karri Sample,1,Seller sold item that doesn’t work and has refunded us yet,United States,1,"The AirPod case was cracked and glued back together nor did one of the AirPods work. I returned the item and the tracking information shows it was delivered to the seller weeks ago, we still haven’t received a refund.
DO NOT BUY FEOM THIS SELLER!!!!",0,2022-06-13,0
ralph j ward,4,Sound,United States,1,Sound,0,2020-02-20,1
Alex Portillo,5,Amazing,United States,1,Best Product I’ve Used!,0,2021-05-06,1
Tracy Clayton,5,Like new,United States,1,Great price like new.,0,2021-05-05,1
gustavo arias,5,Muy satifecho,United States,1,Muy buen sonido 👌,0,2021-05-25,1
Amazon Customer,5,Noise cancellation is the best thing ever...,United States,1,I can turn on the noise cancel and shoot my pistol and its quiet... I love these things. They make my 3 loud kids not be so loud!!,0,2020-02-24,1
Tiandra,5,Great!!!love them,United States,1,Awesome purchase,0,2021-07-02,1
Janine,5,Love my pros,United States,1,I love love love my Pros they are awesome,0,2021-02-13,1
jt villalobos,5,Excellent refurbished product,United States,1,"Came in pristine condition. After a month of use, everything has been working perfectly",1,2020-10-21,1
Perry,5,Great,United States,1,Noise cancellation,0,2021-06-10,1
Kimberly Adkins,1,Do Not Purchase Renewed Products -,United States,1,"Airpods initially acted as if new, lasted about a month or so. Now, they can't connect and when they do connect batteries are at 0% and I have no recourse. Expensive lesson!",0,2022-07-25,0
Lexi,5,Worth it,United States,1,Perfect just like brand new! So worth it!,0,2021-02-05,1
Julie K.,5,Fabulous,United States,1,Fabulous,0,2021-07-06,1
Nanci Hernandez,5,Great buy,United States,1,Works great!,0,2021-06-08,1
Zeus,5,Great Quality,United States,1,"works like new, sound great",0,2021-04-21,1
Chase Willden,5,Excellent quality,United States,1,"Excellent quality, clean, very nice work!",0,2021-04-09,1
Amazon Customer,5,CANT BEAT IT FOR THE PRICE!!!,United States,1,Awesome!!!! Came earlier than expected!!!!,0,2021-04-28,1
Hollie Allred,5,Amazing,United States,1,Very good sounds quality and noise cancellation is awesome.,0,2021-01-14,1
Brad McElfish,5,Sounds great,United States,1,Sound is great,0,2021-05-24,1
Joseb116,5,Great Condition,United States,1,Was as advertised! Hardly any blemishes.,0,2021-03-30,1
Hnidanstrong,1,BAD BATTERY,United States,1,"Battery works only 15 min ! I charge them 5 times , same thing, full battery 15 min maybe even less",0,2022-09-23,0
Mike,1,"You aren't saving money. These are scam products, not renewed or checked. Broken or fake.",United States,1,"Airpods could not stay paired for more than a few seconds. Guess the Amazon Renewed inspection lasts <5 seconds.
Right airpod did not work at all, dead in box. Guess the Amazon Renewed inspection only tested how they sound while muted.
Entire case and airpods were disgusting - earwax overload. Guess the Amazon Renewed inspection was done in a pitch black room.
Order ended up coming from ""Bargain Pc"". I'm refunding it. Nobody should ever consider business with them. A quick scan of their store page reveals them flooding ""Amazon Renewed"" with tons of reviews of broken or fake products. How they're still allowed to operate on Amazon is beyond me.",2,2021-02-14,0
Gustavo,5,Recomendado,United States,1,Todo bien,0,2021-06-05,1
Alvaro Godoy,5,Funciona bien.,United States,1,Todo bien,0,2021-06-05,1
Mark Zou,1,"Don’t buy, doesn’t work. Wastes money and shipping",United States,1,"The left renewed AirPod doesn’t work. Keeps on having noise coming out of it whenever it’s in the ear, doesn’t work good at all",0,2022-08-29,0
maria luisa raley,5,Great,United States,1,Work’s great,0,2021-06-15,1
Amazon Customer,3,Great earbud...But,United States,1,"Great product and service... BUT, what I didn’t like is that I bought it and a day later tge price dropped by $20",0,2020-04-05,0
Donnie,1,Still defective,United States,1,The AirPods are still defective and do not hold a charge. They will go from 100% to 0%. Also no refund option so I would not buy from this seller unless you like throwing away money.,0,2022-07-01,0
Mel,5,Buen producto (renovado),United States,1,"Buena calidad, bateria duradera y sonido nitido!",0,2021-03-09,1
Tandy Garrett,5,They are the real things,United States,1,I love the fact that they actually work and are actually the real brand AirPods but the packaging could be better but over all they are great!,0,2020-02-07,1
Adrian,5,!,United States,1,Nice,0,2021-06-10,1
Michael,5,Awesome,United States,1,Exactly what I expected !,0,2021-03-20,1
George Ondrejka,5,"Renewed, but looked and felt brand new",United States,1,They looked brand new,0,2021-04-10,1
Michele Westfall,5,Great Christmas Gift!,United States,1,I ordered these as a Christmas gift. It says renewed but it looks and sounds like brand new. Great sound. Great noise cancellation. These are with the wireless charging case.,150,2019-12-26,1
Edith,5,Worth the money,United States,1,"Great sound quality, noise cancellation awesome",0,2021-03-18,1
John Orange,5,Improved,United States,1,Much better than the original,0,2021-03-11,1
Christian v,1,they look fine but dont work,United States,1,Noise cancellation doesnt work at all and the speakers crackle before its even halfway turned up,1,2022-10-10,0
dan,5,Just like the description,United States,1,"Good quality, thanks.",0,2021-05-13,1
Pablo,1,ESTAFADO,United States,1,"Eso está bien pero dejaron de funcionar al siguiente día así que le
Doy una estrella ⭐️ por el mal servicio",0,2022-09-10,0
perrycam009,1,Horrible,United States,1,"Why do they sound like I bought a pair of scull candy earbuds at the dollar store. These were the biggest pieces of you know what and without knowing the price you could say these are maybe 40$ max. Horrible sound quality. Outrageous price for renewed AirPod pros when you can get a brand new pair for under 130$. Also, how when these were renewed new audio supplements were put into the earbud. Not the original apple audio product but after market price of once again that maybe cost you 15$ to buy and build. When compared to AirPod pros from the apple store themselves, they sound so incredibly different it’s hilarious. Very poor effort, but at least you tried.",7,2020-11-25,0
Bo Larry,5,Satisfied customer,United States,1,Awesome quality,0,2021-05-27,1
kc7387,5,Good buy,United States,1,I love them!,0,2021-04-22,1
Amazon Customer,5,Great quality,United States,1,Great product with excellent sound quality,0,2021-03-18,1
Daniel L.,1,Buzzing in right airpod,United States,1,"Like a lot of other people mentioned, my product was defected and was not renewed. The right airpod had a buzzing/ crackling right off the bat when noise cancellation or transparency was activated. If you want to take the risk of having a faulty product, then spending less might be worth it. However, I returned my product and decided to just buy a new pair for 20 dollars or so more.",0,2022-04-10,0
Y.L.,1,Extremely loud crackling noise in the right earbud.,United States,1,"Every time I talk or listen to some music, the buzzing would come back to the right earbud. It's unfortunate, I thought since it was renewed they would look over these earbuds. Apparently not. Also, the earbuds were named as, ""Bryan's Airpods Pro"". Kind of weird that they would keep that in and not reset it. The airpods themselves came covered in a white residue and the paint was chipping off of the case. Usually when I get renewed technology, they never come in terrible shape so I was also confident in this one as well. Definitely going to return these.",1,2021-05-17,0
Zachary Pope,5,Good deal,United States,1,Good deal,0,2021-05-26,1
Yvonne,1,Broken in box.,United States,1,"I do not like leaving bad reviews, but this is a bit ridiculous, even for me.
They were non-functional on arrival. They wouldn't turn on, and the case wouldn't charge. There was a considerable amount of black grime (I'm assuming accumulated dirt) in the smaller nooks and crannies strewn about the case. Just about the only clean thing was the pods themselves, but I never got the chance to use them, for the reason I stated above. It may be that I ended up with a one-in-a-million fluke dud product, but judging by some of the other reviews I'm guessing that's not the case. Buyer beware!",2,2021-03-24,0
Levi,1,Fake!,United States,1,These are fake and not renewed apple AirPods!,0,2022-10-27,0
Nakosha Smith,5,Great sound!,United States,1,I love the sound quality.,0,2021-03-20,1
Eddie Jones Jr.,2,Awful,United States,1,I was excited to get my pods it realized the had arrived and no one knew where they were. Delivery was three day late. Then I unboxed them to find out the box wouldn’t charge. After two days the pods wouldn’t charge either. So so disappointed,0,2021-03-31,0
Mr. Parry,5,NOT FAKE,United States,1,It is amazing. And relatively cheap when compared from buying off apple.,0,2020-11-04,1
Jack Rostas,5,Where have these been all my life,United States,1,"Perfect, use almost daily. Recommend highly",0,2021-02-27,1
Sydney James,5,Another Happy Purchase!,United States,1,"Product came with original box, earbuds and lighting charger cable. It’s works perfectly! Definitely worth the price! 100% satisfied!",0,2020-06-17,1
ATLBride921,5,Perfect refurbished,United States,1,Absolutely perfect,0,2021-05-13,1
Mike A Tano,5,Excellent,United States,1,Outstanding,0,2021-05-25,1
Kai Belmore,5,Air Pods Pro,United States,1,It amazing wouldn’t have thought it was renewed 🖤🖤🖤,0,2021-01-05,1
Stacie Russell,5,Why it didn’t come with a wall piece I had to go buy one.,United States,1,I like it,0,2021-05-01,1
Mobeman,5,They be booming 10/10 buy these,United States,1,These mugs be booming 10/10,0,2021-03-16,1
Emmanuel Masango,1,Product did not work,United States,1,The AirPods did not work at all. I sent them back for a refund but I am still waiting 12 days later.,0,2022-09-02,0
Lonessa Collett Miles,1,AirPods wasn’t in box,United States,1,I would love to tell you but I received a box with a charger only 🤷🏼‍♀️ I’ve got a refund started so I’ll update to how that goes. As of now beware. (I hate leaving bad reviews but I hate paying for something I don’t receive even more).,0,2022-05-16,0
xochitl,5,Works great glad i bought them,United States,1,Amazing works great,0,2021-04-03,1
Tj,1,The AirPods themselves were not in the box,United States,1,So upset requesting return,0,2022-11-06,0
Amazon Customer,1,Still tied to someone’s Apple ID and he could track me.,United States,1,Loved the product and condition upset about slow return process. Money tied up and no AirPods was a birthday gift from husband.,0,2022-08-28,0
Justin Boepple,5,SUPER DUPER HIGH QUALITY A+ 5GOLD STARS,United States,1,Love them just like new,0,2021-03-20,1
TanitaA25,5,Great!,United States,1,Works amazing! Hubby loved them!,0,2021-02-18,1
Daniel Sotelo,5,Shopping on a budget,United States,1,Great sound for a great price!!!,0,2021-02-21,1
Mark Deshields,3,Little bit to much for your money,United States,1,Same as the first one only difference is waterproof i think other one is better,0,2020-06-25,0
albert baray,5,Great product,United States,1,Gifted to family member and there loving them.,0,2021-01-15,1
moises,5,Very good,United States,1,Very good,0,2021-04-20,1
Misty Russell,1,I paid for an empty box!,United States,1,"I bought these as a birthday present. Thank God I looked in the box before wrapping it! It was empty! No Air Pods just a box, and a charging cord.",0,2022-07-18,0
christy kokeh,5,Important to know that it will work with my android phone,United States,1,Fits better,0,2021-04-17,1
Christy Craig,5,Pretty great purchase,United States,1,Battery life seems a little shorter,0,2021-02-11,1
Michelle Smith,1,Would not connect to phone. Should not have purchased refurbished product.,United States,1,Would not pair with phone. Apple support unable to resolve. Should never have purchased refurbished product. Very disappointed.,1,2022-09-16,0
jenna compton padua,5,))),United States,1,"Headphones are cool, everything was quickly delivered very happy. I recommend it!!!",0,2020-09-27,1
Josh Dachs,5,Extremely convenient,United States,1,Excellent product,0,2021-04-28,1
Sixty nine,5,Got what I wanted,United States,1,"Bought refurbished. It was a tremendous price increase when stock was nothing, but now they’re a lot cheaper. Didn’t take long to arrive and work perfectly!",0,2020-01-10,1
Alejandro,1,SIGUEN CONECTADOS AL APPLE ID ANTERIOR,United States,1,"Pensé que era un producto nuevo refurbished, para mi sorpresa no solo es usado, si no que sigue conectado al Apple ID anterior.",0,2022-08-20,0
Amazon Customer,5,I love it,United States,1,The sound quality is great,0,2021-03-02,1
Hearish Murad,5,Good,United States,1,Not bad,0,2021-04-20,1
Alejandro M.,5,En Perfectas Condiciones,United States,1,"Excelente producto, todo vino super bien y llego antes de los esperado, gracias por el buen servicio. Sigan asi!🤩",0,2020-05-31,1
Skeet,5,Fast delivery...,United States,1,Excellent condition.....great value.,0,2021-03-13,1
Phi,5,Why pay more,United States,1,Excellent value,0,2021-04-27,1
Cassandra Ware,5,Works like normal,United States,1,Looks very clean and works amazingly,0,2021-02-07,1
Amazon Customer,2,Gross,United States,1,I don’t mind buying refurb. Most of the time they are just like new. Do you think you could clean the case and not leave earwax rings?,1,2021-10-18,0
Winnys,5,It’s original,United States,1,Looks like new I’m very happy with the item,0,2020-12-05,1
Redmann Arel,1,Right airpod broken,United States,1,Headphones came to me with a pretty bad buzzing sound in the right airpod,0,2022-09-24,0
Angel,1,HORRIBLE,United States,1,I don’t recommend!! My AirPods doesn’t have battery life dies in 20 mins of listening! Just get the new thing I been trying to get a refund or replacement! The 90 day warranty guarantee is a lie because I bought these under the warranty and they won’t do no refund or replacement I don’t understand why mention that if your not going to keep your promise I DEFINITELY DONT recommend just get new pair! I’m still trying to return mines!,2,2021-11-12,0
Rosalinda Howard,5,Nothing my son loves his Bluetooth,United States,1,Nothing everything is great,0,2021-03-10,1
Maria Landeros,5,Glad I made the purchase,United States,1,Love the sound!,0,2021-03-24,1
Derrick,2,Not Clean !,United States,1,Still not sure if I want to use the AirPods. The refurbishment was extremely poor. There was still hair and earwax when I opened them🤮. Since then I’ve cleaned them but I’m still iffy about using them.,0,2021-05-18,0
Janire Berges,5,AirPods,United States,1,Perfect 🤩,0,2021-04-06,1
Leneal03,5,Great quality at a nice price,United States,1,Price and quality were great,0,2021-01-19,1
Scalet,5,Good,United States,1,Better than new.,0,2021-02-25,1
s.reb,2,Problems after a month,United States,1,I’ve had these for a little over a month and they were working great. All of a sudden I get a weird glitchy noise in one of the ear phones.,0,2021-07-26,0
Mrs. Wilson,1,DO NOT BUY!!! RIP OFF,United States,1,"This product was NOT tested to ensure that it was in excellent condition, as they claimed! Sounded like everything was underwater. I’m",0,2022-08-12,0
Aurelio Chavez,5,No comment,United States,1,Personal,0,2021-04-24,1
Amazon Customer,5,Good,United States,1,Good,0,2021-04-28,1
Christian,1,"Pésima batería, sonido espantoso",United States,1,"No funciona la cancelación de ruido, se descarga sin usar. El micrófono no sirve. Decepcionado",0,2022-09-12,0
Thanh vu,5,Good,United States,1,Good,0,2021-04-27,1
johan,1,NO SE PUEDEN ENLAZAR,United States,1,Los airpods no se pueden enlazar no funciona ! No hay manera de conectarlos ! No se enlazan,0,2022-09-08,0
lpnalda,5,Nice if you can afford the price,United States,1,"Love having the option of transparency or noise cancellation. They can still fall out though, so be careful! They are expensive!",0,2020-01-26,1
nicolas fanlo quintar,5,A,United States,1,A,0,2021-04-15,1
Alexis,1,Not original AirPods Pro,United States,1,There are not genuine AirPods Pro,0,2022-10-20,0
Kenneth smith,1,AirPods pro,United States,1,My AirPods wouldn’t even connect to my phone even when it says on the page that there tested before they sell them,0,2022-08-15,0
Duane Kelley,5,Works awesome,United States,1,Works amazing!,0,2021-03-26,1
Dereck Rojas Murillo,5,Very good,United States,1,Very good condition,0,2021-03-03,1
Lina Silva,5,AirPods Pro excelente estado,United States,1,"Son excelentes, como nuevos",0,2021-02-15,1
Janet L. Francis,1,Stopped working after 1 day!!,United States,1,"Overall, there are 5 reasons that I returned this.
1. They quit holding charge.
2. The light stopped working all together.
3. It would not let me switch from transparency mode to noise cancellation.
4. They wouldn't connect to already paired devices.
5. They weren't new, or handled well.",0,2022-04-24,0
Maria Roman,5,Great purchase,United States,1,"Awesome purchase definitely satisfied, wouldn’t have known they were renewed..",0,2020-10-13,1
Peach,1,Fake renewed,United States,1,Received a fake refurbished pair. Returning and will be receiving my money back!,0,2022-09-20,0
kwang-jin KIM,5,good,United States,1,gooooooood~~~,0,2021-04-05,1
Atlas,1,People still steal…SHOCKING!!,United States,1,MAKE SURE THE ACTUAL AIR PODS ARE IN THE CASE MY GOD!!! Way to ruin someone’s days,0,2022-09-01,0
Brian Block,5,Exactly as expected.,United States,1,Just like brand new. Very pleased.,0,2020-12-01,1
John,1,Returned,United States,1,"Product had buzzing in one ear. Refurbed? Lack of quality control, yes.",0,2022-09-10,0
Darnell M.,5,Love my air podz to seat can't wait till next gen,United States,1,Sick,0,2021-03-27,1
frank garcia,5,Noise cancellation is awesome,United States,1,So far so good not to bad,0,2020-11-06,1
Dave,1,Useless,United States,1,"Noise counseling does not work, bill quality and a microphone is absolute crap I am sorry about Apple, and Amazon should’ve made a better job crafting this because for what it’s worth this things are awful",0,2022-05-21,0
Maria,5,Perfect,United States,1,Loverrrr,0,2021-03-17,1
Nilda,5,the sound,United States,1,great quality,0,2021-02-20,1
Alauna J.,5,yes,United States,1,i loved them,0,2021-01-14,1
M. Etu,1,These are lousy. They don’t stay in the ear.,United States,1,These are lousy. They don’t stay in the ear,0,2022-09-27,0
Claudia Gatica,1,Buyer beware!,United States,1,"Only one worked, had tracking device, I am still waiting for my refund. Buyer beware!",0,2022-09-07,0
luis postigo,1,No lo compren,United States,1,"Al colocarlo uno se da cuenta que algo no anda bien, auricular derecho dañado, sonido rasposo y muy chillon como si estuviera rajada la malla que transmite el sonido, lo devuelvo",0,2022-06-18,0
Becky miller,1,It works okay but the right airpod doesn’t make a sound,United States,1,I love how I put both airpods and the silence goes off but there’s no sound from the right airpod just absolute silence.,0,2022-09-28,0
Gerhard Botha,1,Ear buds no longer charge,United States,1,They worked great for a few months but the charging case no longer works either by cable nor wireless,0,2022-08-15,0
Carli,5,Good,United States,1,Good,0,2021-03-05,1
Mikaela Chandler,2,its alright,United States,1,its good when it’s not to loud then that’s when the static starts and when you have the noise cancellation on while in a car you can hear every bump and a weird squeaking sound.,0,2021-03-24,0
Eduardo20719,1,Very bad item my worst ever purchase on amazon battery don’t last 2hrs on fully charge it discharge,United States,1,It discharge even without usage on fully charge before you pick it up it’s on empty battery it’s the worst ever purchase have incurred on amazon. Total waste of money I even wanted to return item I was told have to make payment on label created for return that’s most annoying part.,0,2022-04-04,0
Marcos,2,"Battery life is not good, better pay 50$ more",United States,1,"I bought this product on 10/8/20 and since 2 weeks ago the battery life has decreased. If you use this product for important tasks, its better to pay 50$ more for the original product and have a 1 year guarantee.",0,2021-02-07,0
Juan,5,Love these earphones,United States,1,It was a present for my girlfriend and she absolutely loves them!,0,2020-07-26,1
Alex,5,Great AirPods Pro,United States,1,Great for the price it’s better then the brand new ones.,0,2020-07-25,1
Anthony Lewicki,1,Speakers were blown. Had to return.,United States,1,Speakers were blown. have to return.,0,2022-10-09,0
Amazon Customer,1,The left air bud is making a windy noise when put on noice cancelation,United States,1,The left air bud is making a windy noise when put on noice cancelation,0,2022-09-01,0
cristen,3,Dirty,United States,1,The AirPods are great but came dirty and case was dirty which is disappointing for price,0,2020-02-25,0
Biff Tannen,1,filthy,United States,1,"The buds had earwax and hair in them, the case had dirt and debris in the holes the buds go into. Awful, just nasty.
The apple box wasn't taped shut so it opened up inside the Amazon box and everything came loose and was sliding around inside.
I thought 'renewed' would at least include new rubber pieces for the earbuds but no, they were the same ones the previous owner had been using.",1,2021-10-12,0
bri rayne,1,not pairing,United States,1,i couldn’t use them they wouldn’t even show up on my phone to connect with bluetooth,0,2022-08-19,0
José Andrés Chaves,5,Música,United States,1,Perfecto,0,2021-02-15,1
Jennifer Ware,5,Work great,United States,1,Work great thank you no problems at all,0,2020-09-21,1
Humberto A Paredes,5,Usefull!!!!!!!!,United States,1,Excellent!!!!!!!!!,0,2021-02-21,1
Ashhole,5,Sounds great perfect men cancelers,United States,1,These are amazing LOVE them,0,2020-11-27,1
Angie,2,Not a good pair with a phone call,United States,1,They don’t sync with the audio when I make a phone call so I had to send them back but they sync with the audio when I’m watching videos or streaming some thing,0,2021-03-30,0
Bobby Gomes,1,Not good,United States,1,One side is not working,0,2022-10-06,0
edward ocello,5,Worth the money,United States,1,So far so good. Works as expected,0,2020-09-16,1
✅,1,Extremely disappointed,United States,1,"Product was supposed to be in excellent condition
AirPods/Case didn’t work at ALL
Highly disappointed",0,2022-08-16,0
Amazon Customer,1,Bad AirPods,United States,1,I tried on my AirPods and it sounds static.They were also dirty on the inside. Not satisfied,0,2022-08-12,0
Gurveer,1,Okay,United States,1,"Okay, had connection issues once in a while and Amazon messed up the billing",0,2022-08-26,0
Federico,1,Worse experience ever. Didn’t work.,United States,1,"You heard yourself with eco, no bass, physically damaged",0,2022-09-15,0
chris hart,1,Amazon Renewed is not reliable,United States,1,Really like the idea of reusing but have tried two pairs and both times had to return them.,0,2022-08-03,0
Eric,1,Condition,United States,1,The product was not Clean and in good condition as it stated in the reviews.,0,2022-08-17,0
Pynk,1,Dirty,United States,1,They did not look renewed…. They still looked old and dirty,0,2022-09-02,0
Baseballkurt,2,"Disappointed, sticking with Bose",United States,1,Poor sound compared to my 4 year old Bose SoundSports. Could not get them to stay in my ears well. Gave to wife and got the new Bose SC model.,0,2021-04-15,0
Patrick Krauss,1,"Not Worth Buying, Faulty",United States,1,"Only one of them worked AGAIN this is the second time buying airpods hoping they would have good quality but I could buy 20 dollar wireless buds that cost 10 times less with 10 times better quality, I would not recommend these to anyone buy something else's they don't live up to expectations",1,2021-12-26,0
Maria,1,I returned iPods and they never returned my money !,United States,1,I returned iPods pro because they didn’t work. Maverick company never received money back. Will never buy anything from them!,0,2022-07-20,0
Luis,2,After 3 mo. a noise came up on rt side,United States,1,After 3 months of using it my right side started to have a noise like if something is vibrating. The warranty only covers up to 3 months 🤯🤯🤯,0,2021-04-22,0
Mikel,1,They don’t work. No microphone,United States,1,Horribly product. Mic doesn’t work.,0,2022-10-07,0
Nathan Wenger,5,Awesome Product,United States,1,"Love this item! Got mine for 230, awesome deal. They came with a the Apple box but no sealings.",0,2020-01-10,1
Captain Sweetheart,5,Great way to save,United States,1,Works great no issues. Product seems brand new.,0,2020-08-29,1
Davis,5,Excellent quality,United States,1,Very good 👍,0,2020-12-06,1
ka,1,Right AirPods just doesn’t work,United States,1,"Everything was perfect it was clean was charging the only bad thing is the right AirPods just doesn’t work it doesn’t know when it’s in my ear and noise canceling doesn’t turn on with these I’m really disappointed, horrible seller",0,2022-04-16,0
Mark de Gruiter,1,Hate to say but I should’ve purchased new ones,United States,1,First off I hate writing a bad review but honestly this was a pretty crappy experience overall. I buy a lot of electronics and a lot of items that are refurbished or “renewed“ and this was just one of those cases where I should’ve purchased it brand new because the products noise cancellation was terrible people on the other end of the phone could hardly ever hear me it sounded like I was in a tunnel underwater and the battery life was mediocre at best.,1,2021-05-05,0
Dott Atnar,1,“Renewed Product” no refund option,United States,1,I purchased this unaware this was a refurbished product or that I would unable to return the product for a refund. Buyer beware as buying an apple product I assumed incorrectly you would have a warranty and could return the product. I would buy from the apple store directly next time to avoid potential issues.,0,2021-12-06,0
Amazon Customer,5,Works in perfect condition it came in a box like a brand new,United States,1,The sound works perfect,0,2020-11-09,1
Shana Hall,5,Comfortable,United States,1,Very good love them - batteries last forever,0,2020-07-28,1
GlassLass,5,Perfect - very pleased.,United States,1,Second “Amazon renewed” purchase and I’m very happy. Just like new.,0,2020-05-31,1
Amazon Customer,1,Only one headphone worked - quality control did not happen with my pair,United States,1,So frustrating! Would have expected better process before sending out a refurbished product.,0,2022-08-17,0
Evelyn Johnson,5,very swag,United States,1,pog,1,2021-01-13,1
Angry customer,1,Fake product,United States,1,"Case was broken when I opened the box, the pods wouldn’t even fit in the case right. The case wouldn’t charge, or connect to my phone. Also no additional ear tips were included in package. On top of that, there was no “designed by Apple in California” label on the case.
Shame on Amazon for allowing a fake product to be sold for this much money on their site. Unacceptable.",0,2021-08-22,0
Hunter Parrett,2,Defective,United States,1,"They work fine now but the left earbud
Came blown so I had to pay $89.00 to get a replacement left earbud",0,2021-07-12,0
Lisa M.,1,UPDATE CASE NOT CHARGING!.,United States,1,"UPDATE CASE WON’T CHARGE. SO FURIOUS RIGHT NOW. AirPods will but case won’t!
They great, but no charging cord included! Otherwise, very happy. I want the cord.
I contacted them, they sent the cord immediately.",0,2022-04-03,0
JJ,5,Like new,United States,1,They sound brand new,0,2020-10-28,1
Amazon Customer,5,100% recomonded,United States,1,Its like new just buy it,0,2020-08-26,1
Martin,5,Great Deal!,United States,1,Refurbished but excellent quality!,0,2020-10-02,1
Jon Coskunses,5,Good quality,United States,1,As I expected,0,2020-11-14,1
Cristofer Ariza,5,calidad,United States,1,están en muy buen estado,0,2020-09-03,1
nc,1,Trifling,United States,1,The nastiest thing I ever purchased !,1,2022-09-08,0
Cdoyle1307,2,Will be returning,United States,1,Defective device. Apple will fix but seller also offers a return,0,2021-11-21,0
Aristoteles Sousa,5,Satisfied,United States,1,I’m satisfied by my buying congrats to seller.,0,2020-07-07,1
Fernanda,5,Perfect product,United States,1,"I was afraid of reading a lot of bafa reviewing, but the product came perfect!",0,2020-02-22,1
Si si,5,It’s exactly what it’s described to be,United States,1,I love love love it it was totally worth the money 😩❤️,0,2020-04-18,1
Yesid Steven Hernandez Sossa,1,Vienen en muy mal estado,United States,1,Están en muy mal estado y muy maltratados,0,2022-08-26,0
Kevin Toapanta,1,The right AirPods doesn’t work correctly,United States,1,"The noise cancellation is damage, sound quality es good and battery life is ok.",0,2022-08-03,0
Laura,5,AirPods pro,United States,1,Great product came brand new for a good price,0,2020-06-04,1
Genesis Rodriguez,5,Like new !,United States,1,Loved,0,2020-12-17,1
james wear,5,Apple,United States,1,It works great.,0,2020-10-26,1
BLM,5,AirPods Pro,United States,1,Love them,0,2020-11-16,1
Patrick Garman,1,NOT renewed,United States,1,"Received delivery today and much like other reviews they are defective. They pair to my phone, but the left ear airpod only plays static.
I should have just paid the extra $30 to buy a new pair.
UPDATE: Amazon replaced with a second pair of 'renewed' airpod pros. These worked for several weeks with only minor issues - but now the right ear bud has static sounds, has difficulty connecting to phone, and often doesn't charge when in the case. I'm returning for a refund and buying a new pair. It's worth the extra $30 bucks.",1,2020-06-05,0
JoHn M.,2,Malfunction,United States,1,"The right ones sound quality was terrible , I would suggest just buying full price from another retailer . Don’t go through the hassle , I had to pay shipping to get a refund .",0,2020-11-25,0
Ryan McCarthy,1,Not in great shape,United States,1,"I returned mine immediately because there was a big dent in the top, scratches all over it, it was missing the ear piecees, and to add an insult to injury, they were still named someone else's, I understand that I bought them used but please, never buy used earbuds, that's kinda gross.",0,2021-10-13,0
